"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:1902099","GO:1902099","regulation of metaphase/anaphase transition of cell cycle",82,-0.524577180322119,-2.17475577753625,1.58081871387466e-07,6.69045349371794e-06,5.21667355206268e-06,2295,"tags=44%, list=20%, signal=35%","CDC16/ATM/KNTC1/MAD2L1BP/SMARCE1/ANAPC7/ACTL6A/FBXO5/SMARCA2/SPC25/NEK6/ZWILCH/TRIP13/GEN1/RAD21/NDC80/RIOK2/CDC23/INCENP/ANAPC4/MAD2L1/ZW10/CDCA8/BUB1B/BIRC5/BUB1/CCNB1/AURKB/KNL1/TTK/CENPF/CENPE/NUF2/CDC20/PLK1/DLGAP5"
"GO:0002429","GO:0002429","immune response-activating cell surface receptor signaling pathway",193,0.484084065955366,1.94857480237818,1.69047714231879e-07,6.99799244604728e-06,5.45646750928126e-06,1898,"tags=34%, list=17%, signal=28%","IGKC/LGALS3/CD22/GATA3/HCK/OAS1/CLEC7A/ICOSLG/LY96/TYROBP/NINJ1/IFI35/ZC3H12A/HLA-DQB1/NFKBIA/HRAS/PDE4B/FCER1G/LPXN/GBP1/NFKB1/BTN2A2/ZNRF1/ADA/CSK/IGHM/CD8B/TNIP2/PIK3CD/HLA-DPB1/TNFAIP3/NFKBID/CEACAM1/PLD2/THEMIS2/RFTN1/SRC/MALT1/TRBC2/CMTM3/PLEKHA1/SKAP1/HLA-DRB1/FCHO1/CYBA/CD3D/DUSP22/CD81/TLR6/MAPK1/HLA-A/PLSCR1/LIMK1/LYN/RAB29/CD300A/RBCK1/NECTIN2/PAWR/NAGLU/MYD88/STOML2/PRKCD/VAV3/DUSP3"
"GO:0007091","GO:0007091","metaphase/anaphase transition of mitotic cell cycle",85,-0.52830418746505,-2.20242840798065,1.7970007193597e-07,7.37538243962844e-06,5.75072564890908e-06,2295,"tags=45%, list=20%, signal=36%","CDC16/ATM/CDC27/KNTC1/MAD2L1BP/SMARCE1/ANAPC7/ACTL6A/FBXO5/SMARCA2/SPC25/NEK6/ZWILCH/TRIP13/ANAPC2/GEN1/RAD21/NDC80/RIOK2/CDC23/INCENP/ANAPC4/MAD2L1/ZW10/CDCA8/BUB1B/BIRC5/BUB1/CCNB1/AURKB/KNL1/TTK/CENPF/CENPE/NUF2/CDC20/PLK1/DLGAP5"
"GO:0019884","GO:0019884","antigen processing and presentation of exogenous antigen",34,0.738253842645419,2.3099558283387,2.29037285415362e-07,9.3206529200387e-06,7.26748995738128e-06,1664,"tags=62%, list=15%, signal=53%","LGMN/HLA-DQA1/HLA-DRB5/HLA-F/CTSL/HLA-DMB/HLA-DOA/HLA-DOB/HLA-DQB1/FCER1G/UNC93B1/HLA-DPA1/HLA-DMA/HLA-DPB1/CD74/AP3D1/HLA-DRB1/HLA-DRA/HLA-A/PSME1/TAP2"
"GO:0045765","GO:0045765","regulation of angiogenesis",140,0.519396698370771,2.02853428416245,2.35178666623967e-07,9.49015090023773e-06,7.39965074906193e-06,1831,"tags=34%, list=16%, signal=29%","CTSH/LRG1/RRAS/CD40/ANXA3/ITGAX/TNFSF12/SERPINF1/SEMA4A/ALOX5/CXCL8/NINJ1/HMOX1/ZC3H12A/RGCC/STAB1/FLT1/SPHK1/VASH1/GHRL/PPP1R16B/CLDN5/JMJD8/GRN/SMAD1/HTATIP2/STAT1/PIK3CD/IL1B/TNFAIP3/EMILIN2/CEACAM1/SPARC/SIRT6/HSPB1/ENG/RNH1/PLXND1/SLC12A2/PKM/EMC10/VEGFB/ETS1/MYDGF/MDK/EMILIN1/BTG1/EGLN1"
"GO:0002449","GO:0002449","lymphocyte mediated immunity",162,0.497866829186507,1.97616889650804,2.44364032490189e-07,9.7786340334824e-06,7.62458652252283e-06,2249,"tags=44%, list=20%, signal=36%","CTSH/IGKC/IL21R/CD2/BCL3/CD40/GATA3/HLA-F/IRF7/IL18R1/RNF19B/NKG7/FCER1G/IL12RB1/UNC93B1/IGHM/CD70/RIPK3/TNFRSF1B/ICAM1/LAG3/FUT7/SERPING1/TUBB4B/IL1B/RSAD2/CEACAM1/LGALS9/CD74/SERPINB9/CD96/RFTN1/MALT1/CSF2RB/RASGRP1/TGFB1/BATF/IL12A/HLA-DRB1/HLA-C/EXOSC6/HLA-B/RAB27A/ARRB2/DUSP22/HLA-DRA/CD81/ARID5A/PRDX1/TCIRG1/HLA-A/WAS/PRKCZ/NECTIN2/TAP2/IL27RA/MYD88/PRKCD/B2M/GFER/CORO1A/NLRP3/TUBB/PLEKHM2/CARD9/MAD2L2/IL4R/SLC15A4/PARP3/MICA/STAT6"
"GO:0007094","GO:0007094","mitotic spindle assembly checkpoint signaling",42,-0.66045854684108,-2.35664995170376,2.67605003425608e-07,1.02803138115982e-05,8.01575576576748e-06,933,"tags=40%, list=8%, signal=37%","GEN1/NDC80/INCENP/MAD2L1/ZW10/CDCA8/BUB1B/BIRC5/BUB1/CCNB1/AURKB/KNL1/TTK/CENPF/NUF2/CDC20/PLK1"
"GO:0071173","GO:0071173","spindle assembly checkpoint signaling",42,-0.66045854684108,-2.35664995170376,2.67605003425608e-07,1.02803138115982e-05,8.01575576576748e-06,933,"tags=40%, list=8%, signal=37%","GEN1/NDC80/INCENP/MAD2L1/ZW10/CDCA8/BUB1B/BIRC5/BUB1/CCNB1/AURKB/KNL1/TTK/CENPF/NUF2/CDC20/PLK1"
"GO:0071174","GO:0071174","mitotic spindle checkpoint signaling",42,-0.66045854684108,-2.35664995170376,2.67605003425608e-07,1.02803138115982e-05,8.01575576576748e-06,933,"tags=40%, list=8%, signal=37%","GEN1/NDC80/INCENP/MAD2L1/ZW10/CDCA8/BUB1B/BIRC5/BUB1/CCNB1/AURKB/KNL1/TTK/CENPF/NUF2/CDC20/PLK1"
"GO:0031577","GO:0031577","spindle checkpoint signaling",43,-0.654972376330379,-2.33186407392789,2.60121744477674e-07,1.02803138115982e-05,8.01575576576748e-06,933,"tags=40%, list=8%, signal=36%","GEN1/NDC80/INCENP/MAD2L1/ZW10/CDCA8/BUB1B/BIRC5/BUB1/CCNB1/AURKB/KNL1/TTK/CENPF/NUF2/CDC20/PLK1"
"GO:0071356","GO:0071356","cellular response to tumor necrosis factor",133,0.523058602632395,2.02525674170461,2.63384905289171e-07,1.02803138115982e-05,8.01575576576748e-06,1521,"tags=30%, list=14%, signal=26%","CCL2/TNFRSF4/TNFRSF18/CD40/GATA3/BIRC3/TRAF1/CXCL8/TNFRSF11A/TNFRSF25/ZC3H12A/NFKBIA/CEBPA/GBP1/NFKB1/SPHK1/IL18BP/MAPKAPK2/TRADD/CD70/TNFRSF1B/STAT1/YBX3/TNFAIP3/HSPA1A/PYCARD/MAPK3/CASP1/HYAL2/TRAF3/GBP2/TXNDC17/TP53/AKT1/OTULIN/CCL5/MAPK1/ILK/SHARPIN/GSTP1"
"GO:0002831","GO:0002831","regulation of response to biotic stimulus",331,0.416515160325199,1.77526869389261,2.73190106417117e-07,1.0411578500119e-05,8.11810533438335e-06,2062,"tags=32%, list=18%, signal=27%","CD40/HCK/OAS1/GBP5/USP18/OAS3/HLA-F/CLEC7A/BIRC3/IRF7/LY96/TYROBP/NINJ1/IFI35/ZC3H12A/NFKBIA/ADAM8/IL15/FLOT1/ZNRF1/IL12RB1/NAGK/UNC93B1/MAPKAPK2/OPTN/LAG3/GRN/SERPING1/STAT1/TNIP2/FGL2/ISG15/SPI1/IL1B/TNFAIP3/EMILIN2/IFIH1/RSAD2/CCDC92/CEACAM1/SAMHD1/LGALS9/ZDHHC12/HSPA1A/NLRP1/SERPINB9/DHX58/CD96/PYCARD/MAPK3/CASP1/APOBEC3G/ARG2/RFTN1/SRC/RASGRP1/TRAF3/TGFB1/NLRC5/IL12A/HLA-DRB1/APOBEC3F/CYBA/CGAS/TICAM1/GBP2/RNF125/HLA-B/ARRB2/AKT1/TRIM21/TLR6/TNIP1/OTULIN/CCL5/HLA-A/PLSCR1/NCF1/IKBKE/FOSL1/STAT2/UFD1/LYN/CD300A/USP27X/TIFA/N4BP1/NECTIN2/NAGLU/MYD88/ZNFX1/NR1H2/EMILIN1/SIRT2/OTUD4/IRF3/DTX3L/GFER/NPLOC4/ZDHHC18/NLRP3/LRCH4/CDC37/SELENOK/CARD9/LACC1"
"GO:0002478","GO:0002478","antigen processing and presentation of exogenous peptide antigen",30,0.750587416377808,2.27753438589983,2.85246513589361e-07,1.07076199922901e-05,8.34893450373218e-06,1385,"tags=60%, list=12%, signal=53%","LGMN/HLA-DQA1/HLA-DRB5/HLA-F/CTSL/HLA-DMB/HLA-DOA/HLA-DOB/HLA-DQB1/FCER1G/UNC93B1/HLA-DPA1/HLA-DMA/HLA-DPB1/CD74/HLA-DRB1/HLA-DRA/HLA-A"
"GO:0033045","GO:0033045","regulation of sister chromatid segregation",93,-0.511167053799794,-2.14728657445604,2.85417609123934e-07,1.07076199922901e-05,8.34893450373218e-06,2295,"tags=43%, list=20%, signal=35%","CDC16/ATM/CDC27/KNTC1/MAD2L1BP/SMARCE1/ANAPC7/ACTL6A/HNRNPU/FBXO5/SMARCA2/SPC25/NEK6/ZWILCH/TRIP13/KAT5/ANAPC2/GEN1/RAD21/NDC80/RIOK2/CDC23/INCENP/ANAPC4/MAD2L1/ZW10/CDCA8/BUB1B/BIRC5/BUB1/CCNB1/AURKB/KNL1/TTK/CENPF/CENPE/NUF2/CDC20/PLK1/DLGAP5"
"GO:0033047","GO:0033047","regulation of mitotic sister chromatid segregation",50,-0.626667527777767,-2.3460513244906,2.9562924259672e-07,1.1004741263174e-05,8.58060559703413e-06,2512,"tags=58%, list=22%, signal=45%","DYNC1LI1/ZWINT/ATM/KNTC1/MAD2L1BP/HNRNPU/FBXO5/SPC25/ZWILCH/TRIP13/KAT5/GEN1/RAD21/NDC80/INCENP/MAD2L1/ZW10/CDCA8/BUB1B/BIRC5/BUB1/CCNB1/AURKB/KNL1/TTK/CENPF/NUF2/CDC20/PLK1"
"GO:0045619","GO:0045619","regulation of lymphocyte differentiation",134,0.512179306769617,1.98405836973636,3.27248860799387e-07,1.20880694581435e-05,9.42529714869166e-06,1290,"tags=28%, list=11%, signal=25%","CD2/GATA3/SOCS1/RUNX3/HLX/HLA-DOA/IL2RG/ZC3H12A/ADAM8/JUNB/IL15/BTN2A2/IL12RB1/ADA/LILRB2/LAG3/BRD7/FGL2/SPI1/NFKBID/PGLYRP2/LGALS9/CD74/IL15RA/ID2/JAK3/PRELID1/VNN1/MALT1/AP3D1/RASGRP1/BATF/HLA-DRB1/IL2RA/ASCL2/HLA-DRA/SMARCD2/LOXL3"
"GO:0032944","GO:0032944","regulation of mononuclear cell proliferation",140,0.516244896581025,2.01622473732198,3.36069131167084e-07,1.23191142585064e-05,9.60544716401219e-06,1533,"tags=34%, list=14%, signal=29%","EBI3/TNFRSF4/LGALS3/CD40/CD22/TNFRSF9/TNFSF8/ICOSLG/HLA-DMB/SDC4/TYROBP/CEBPB/IL15/BTN2A2/CDKN1A/IL12RB1/ADA/LILRB2/CD70/RIPK3/TNFRSF1B/HLA-DPA1/HLA-DPB1/IL1B/LST1/LGALS9/CD74/PYCARD/ARG2/NCK2/ST6GAL1/IL12A/HLA-DRB1/IL2RA/TICAM1/RASAL3/CD81/RAC2/EFNB1/CCL5/BID/GPR183/HLA-A/CCDC88B/PNP/LYN/CD300A"
"GO:2000514","GO:2000514","regulation of CD4-positive, alpha-beta T cell activation",49,0.671409371888096,2.23904647181838,3.72475205851572e-07,1.35501965037822e-05,1.05653453525841e-05,2150,"tags=51%, list=19%, signal=41%","GATA3/SOCS1/RUNX3/HLX/IL2RG/ZC3H12A/JUNB/IL12RB1/NFKBID/LGALS9/JAK3/ARG2/MALT1/BATF/HLA-DRB1/IL2RA/ASCL2/HLA-DRA/CD81/LOXL3/PRKCZ/VSIR/NLRP3/IL4R/CBLB"
"GO:0022603","GO:0022603","regulation of anatomical structure morphogenesis",434,0.388807253332383,1.69833351631787,3.8867010564636e-07,1.40330364459686e-05,1.09418248182359e-05,1908,"tags=27%, list=17%, signal=23%","CTSH/CCL2/MAP2K2/LRG1/RRAS/CD40/GATA3/ANXA3/HCK/ITGAX/ABI3/TNFSF12/SERPINF1/SEMA4A/ALOX5/FMNL3/METRN/CXCL8/BCL9L/NINJ1/PLEKHO1/HMOX1/ZC3H12A/EPB41L3/RGCC/SEMA3C/STAB1/FLT1/BRSK1/SPHK1/PINK1/MFSD2A/FMNL1/VASH1/SAPCD2/GHRL/PPP1R16B/ADA/PGAM5/CLDN5/JMJD8/CDC42EP2/GRN/CDC42SE1/SMAD1/HTATIP2/STAT1/LFNG/PIK3CD/IL1B/CD44/TNFAIP3/EMILIN2/RHOG/LST1/CEACAM1/DISC1/PLXNB2/MAGI2/ANKRD6/RUNX2/SRC/FITM2/SEMA6B/ROBO1/SPARC/SEMA7A/TGFB1/SHTN1/MLLT3/SIRT6/PLEKHA4/BCR/NOTCH1/HSPB1/ENG/YWHAH/FIS1/NEDD4L/RNH1/PLXND1/MARK2/ITGB2/COCH/CAPZB/LIMK1/TRIM46/PHLDB1/STAT2/RALA/SLC12A2/RAC1/RALBP1/PKM/EMC10/VEGFB/DVL1/GDI1/HOXB7/DLG4/ETS1/MYDGF/MDK/PALM/ARHGEF19/RAB21/EMILIN1/STK25/BTG1/EGLN1/DIAPH1/ZNRF3/RHOQ/DTNBP1/TWF2/RAC3/CCM2/SRF"
"GO:0032609","GO:0032609","type II interferon production",62,0.627543571371691,2.18902177592612,3.95246847074954e-07,1.40590767381772e-05,1.09621289282309e-05,994,"tags=40%, list=9%, signal=37%","EBI3/CD2/BCL3/GATA3/CLEC7A/IL1RL1/IL18R1/ZC3H12A/HRAS/PDE4B/IL12RB1/RIPK3/HLA-DPA1/SIRPA/HLA-DPB1/ISG15/IL1B/IL12RB2/PGLYRP2/LGALS9/CD96/PYCARD/RASGRP1/IL12A/HLA-DRB1"
"GO:0032649","GO:0032649","regulation of type II interferon production",62,0.627543571371691,2.18902177592612,3.95246847074954e-07,1.40590767381772e-05,1.09621289282309e-05,994,"tags=40%, list=9%, signal=37%","EBI3/CD2/BCL3/GATA3/CLEC7A/IL1RL1/IL18R1/ZC3H12A/HRAS/PDE4B/IL12RB1/RIPK3/HLA-DPA1/SIRPA/HLA-DPB1/ISG15/IL1B/IL12RB2/PGLYRP2/LGALS9/CD96/PYCARD/RASGRP1/IL12A/HLA-DRB1"
"GO:0050777","GO:0050777","negative regulation of immune response",126,0.53312207300382,2.04899313790728,4.06658728309958e-07,1.43586412745913e-05,1.11957050820319e-05,2450,"tags=48%, list=22%, signal=38%","LGALS3/HCK/OAS1/USP18/OAS3/HLA-F/IL1RL1/HLX/ZC3H12A/FURIN/GRN/RHBDF2/SERPING1/FGL2/ISG15/SPI1/TNFAIP3/CEACAM1/SAMHD1/PGLYRP2/LGALS9/SERPINB9/JAK3/DHX58/CD96/ARG2/SRC/TGFB1/NLRC5/HLA-DRB1/CGAS/ASCL2/HLA-B/ARRB2/DUSP22/BCR/AKT1/TRIM21/LOXL3/HLA-A/STAT2/LYN/CD300A/IL27RA/NR1H2/PSMB4/GFER/ZDHHC18/SMCR8/IL4R/PARP3/SELENOS/MICA/STAT6/FYN/NR1H3/FGR/CD59/EIF4E2/PTPRC"
"GO:0001944","GO:0001944","vasculature development",355,0.413208706917235,1.77231457547177,4.22137821562513e-07,1.47963928404612e-05,1.15370282850393e-05,2131,"tags=31%, list=19%, signal=26%","CTSH/CCL2/RAMP1/LRG1/RRAS/CD40/ANXA3/ITGAX/TNFSF12/SERPINF1/TMEM204/TYMP/SEMA4A/ALOX5/TNFAIP2/FMNL3/ACE/CXCL8/NINJ1/EGR1/HMOX1/ZC3H12A/RGCC/SEMA3C/B4GALT1/STAB1/FLT1/ADAM8/JUNB/SPHK1/NRP2/VASH1/GHRL/PPP1R16B/CLDN5/FLNA/JMJD8/GRN/SMAD1/HTATIP2/SOCS3/STAT1/PIK3CD/SPI1/IL1B/TNFAIP3/EMILIN2/CEACAM1/FOXO1/EFEMP2/NOTCH4/CFLAR/ROBO1/SPARC/EGFL7/TGFB1/IL12A/HOXB3/RNF213/LYL1/PRKX/HS6ST1/SIRT6/HOXA3/NOTCH1/AKT1/HSPB1/ENG/NSDHL/RNH1/OTULIN/PLXND1/MAPK1/SGPL1/TNFRSF12A/FOSL1/ANPEP/SLC12A2/PKM/ITGB1BP1/EMC10/VEGFB/FLVCR1/ACTG1/ETS1/NAGLU/MYDGF/MMP2/MDK/HOXA7/EMILIN1/HEG1/BTG1/EGLN1/VAV3/CCM2/SRF/ANXA2/JMJD6/WASF2/TGFBR1/LRP5/ID1/EFNA3/CD47/IMMP2L/PKNOX1/PRCP/PML/MAPK7"
"GO:2001251","GO:2001251","negative regulation of chromosome organization",84,-0.523360967372198,-2.18528027655708,4.4509512371389e-07,1.548802017445e-05,1.20763032421839e-05,2512,"tags=50%, list=22%, signal=39%","DYNC1LI1/ZWINT/DCP2/TNKS/SLX1B/SLX1A/ATM/TNKS2/KNTC1/MAD2L1BP/MNAT1/TENT4B/XRN1/HNRNPU/FBXO5/NAT10/SPC25/ZWILCH/TRIP13/SMARCA5/CTC1/POT1/EXOSC10/GEN1/RAD21/NDC80/INCENP/MAD2L1/ZW10/CDCA8/TOP2A/BUB1B/BIRC5/BUB1/CCNB1/AURKB/KNL1/TTK/CENPF/NUF2/CDC20/PLK1"
"GO:0051225","GO:0051225","spindle assembly",117,-0.469107132271916,-2.03501978731683,4.55827700749305e-07,1.5747371359699e-05,1.22785242829631e-05,2377,"tags=37%, list=21%, signal=29%","NEK7/CCDC69/TNKS/SASS6/LSM14A/HAUS2/VPS4B/MAPRE2/GPSM2/HNRNPU/FBXO5/MLH1/PIBF1/ABRAXAS1/NEK6/HAUS3/TUBGCP3/RCC1/ABRAXAS2/CEP97/AURKA/CENPJ/KIF23/GOLGA8B/CLASP2/NDC80/INCENP/STIL/CDCA8/TPX2/KIFC1/SPAG5/BIRC5/GOLGA8A/RACGAP1/KIF11/PRC1/AURKB/KIF4A/CDC20/CCNB2/ASPM/PLK1"
"GO:0002292","GO:0002292","T cell differentiation involved in immune response",53,0.653343069597758,2.22693372246454,4.79760610295467e-07,1.64557889331345e-05,1.28308909084284e-05,1474,"tags=45%, list=13%, signal=40%","BCL3/GATA3/RELB/SEMA4A/HLX/IL18R1/ZC3H12A/FCER1G/JUNB/IL12RB1/SOCS3/FGL2/NFKBID/LGALS9/JAK3/MALT1/BATF/HLA-DRB1/ASCL2/HLA-DRA/TMEM98/LOXL3/GPR183/PRKCZ"
"GO:0050000","GO:0050000","chromosome localization",99,-0.493797853002407,-2.08378074573908,5.0522549887267e-07,1.72063322382026e-05,1.34161037662567e-05,2190,"tags=36%, list=19%, signal=30%","MIS12/KNTC1/VPS4B/DSN1/IFFO1/HNRNPU/MLH1/PIBF1/ABRAXAS1/SPC25/ZWILCH/KAT5/RMDN1/ABRAXAS2/NDC80/CDC23/INCENP/ZW10/KIF14/KIF18A/CDCA8/KIFC1/SPAG5/BIRC5/RACGAP1/PSRC1/KIF2C/CCNB1/AURKB/KNL1/CENPF/CENPE/NUF2/FAM83D/LMNA/DLGAP5"
"GO:0002396","GO:0002396","MHC protein complex assembly",16,0.850308521747099,2.21811657605451,5.3005873662702e-07,1.77063748479829e-05,1.38059964782821e-05,1292,"tags=88%, list=11%, signal=78%","HLA-DQA1/HLA-DRB5/HLA-DMB/HLA-DOA/HLA-DOB/HLA-DQB1/HLA-DPA1/HLA-DMA/HLA-DPB1/CALR/HLA-DRB1/TAPBPL/HLA-DRA/TAPBP"
"GO:0002501","GO:0002501","peptide antigen assembly with MHC protein complex",16,0.850308521747099,2.21811657605451,5.3005873662702e-07,1.77063748479829e-05,1.38059964782821e-05,1292,"tags=88%, list=11%, signal=78%","HLA-DQA1/HLA-DRB5/HLA-DMB/HLA-DOA/HLA-DOB/HLA-DQB1/HLA-DPA1/HLA-DMA/HLA-DPB1/CALR/HLA-DRB1/TAPBPL/HLA-DRA/TAPBP"
"GO:0000281","GO:0000281","mitotic cytokinesis",76,-0.538400193674828,-2.19491787560104,5.30970007936179e-07,1.77063748479829e-05,1.38059964782821e-05,997,"tags=26%, list=9%, signal=24%","KIF23/CNTROB/RASA1/INCENP/EXOC1/CEP55/RHOB/CDCA8/BBS4/KIF20B/NUSAP1/CIT/BIRC5/RACGAP1/MYH10/AURKB/CENPA/KIF4A/PLK1/KIF20A"
"GO:0034612","GO:0034612","response to tumor necrosis factor",147,0.497493420924855,1.95284118367043,5.40236992742447e-07,1.78911588906844e-05,1.39500761029756e-05,1521,"tags=29%, list=14%, signal=25%","CCL2/TNFRSF4/TNFRSF18/CD40/GATA3/ENDOG/BIRC3/TRAF1/CXCL8/TNFRSF11A/TNFRSF25/ZC3H12A/NFKBIA/CEBPA/GBP1/NFKB1/SPHK1/IL18BP/MAPKAPK2/TRADD/CD70/TNFRSF1B/STAT1/YBX3/TNFAIP3/TUBA1A/HSPA1A/PYCARD/MAPK3/CASP1/HYAL2/TRAF3/GBP2/TXNDC17/TP53/AKT1/OTULIN/CCL5/MAPK1/ILK/SHARPIN/GSTP1"
"GO:0010631","GO:0010631","epithelial cell migration",171,0.480721920773673,1.91054742691743,6.01040718716059e-07,1.96339968113913e-05,1.53089999031366e-05,2044,"tags=33%, list=18%, signal=28%","CTSH/S100A9/LGMN/LRG1/RRAS/CD40/GATA3/ANXA3/TNFSF12/SERPINF1/SEMA4A/HBEGF/HMOX1/ZC3H12A/RGCC/LPXN/NRP2/VASH1/TESK1/GRN/GIPC1/PIK3CD/CEACAM1/FERMT1/PPM1F/CALR/DNAJA4/SRC/ARSB/ROBO1/SPARC/TGFB1/SH3BP1/PRKX/NOTCH1/AKT1/HSPB1/RAB13/PLXND1/S100A2/EVL/RAC1/ITGB1BP1/PTP4A3/EMC10/GLIPR2/DPP4/ETS1/PATZ1/ADIPOR1/ARF6/PFN1/SRF/CORO1A/INSL3/TGFBR1/ID1"
"GO:0090132","GO:0090132","epithelium migration",171,0.480721920773673,1.91054742691743,6.01040718716059e-07,1.96339968113913e-05,1.53089999031366e-05,2044,"tags=33%, list=18%, signal=28%","CTSH/S100A9/LGMN/LRG1/RRAS/CD40/GATA3/ANXA3/TNFSF12/SERPINF1/SEMA4A/HBEGF/HMOX1/ZC3H12A/RGCC/LPXN/NRP2/VASH1/TESK1/GRN/GIPC1/PIK3CD/CEACAM1/FERMT1/PPM1F/CALR/DNAJA4/SRC/ARSB/ROBO1/SPARC/TGFB1/SH3BP1/PRKX/NOTCH1/AKT1/HSPB1/RAB13/PLXND1/S100A2/EVL/RAC1/ITGB1BP1/PTP4A3/EMC10/GLIPR2/DPP4/ETS1/PATZ1/ADIPOR1/ARF6/PFN1/SRF/CORO1A/INSL3/TGFBR1/ID1"
"GO:0030071","GO:0030071","regulation of mitotic metaphase/anaphase transition",81,-0.527876306155692,-2.17485221145392,6.13567544238522e-07,1.99077793745499e-05,1.55224733631325e-05,2295,"tags=44%, list=20%, signal=36%","CDC16/ATM/KNTC1/MAD2L1BP/SMARCE1/ANAPC7/ACTL6A/FBXO5/SMARCA2/SPC25/NEK6/ZWILCH/TRIP13/GEN1/RAD21/NDC80/RIOK2/CDC23/INCENP/ANAPC4/MAD2L1/ZW10/CDCA8/BUB1B/BIRC5/BUB1/CCNB1/AURKB/KNL1/TTK/CENPF/CENPE/NUF2/CDC20/PLK1/DLGAP5"
"GO:0050670","GO:0050670","regulation of lymphocyte proliferation",137,0.516549842157471,2.01088929520585,6.42508980368149e-07,2.07069001592473e-05,1.61455630036701e-05,1533,"tags=34%, list=14%, signal=29%","EBI3/TNFRSF4/LGALS3/CD40/CD22/TNFRSF9/TNFSF8/ICOSLG/HLA-DMB/SDC4/TYROBP/CEBPB/IL15/BTN2A2/CDKN1A/IL12RB1/ADA/LILRB2/CD70/RIPK3/TNFRSF1B/HLA-DPA1/HLA-DPB1/IL1B/LST1/LGALS9/CD74/PYCARD/ARG2/NCK2/IL12A/HLA-DRB1/IL2RA/TICAM1/RASAL3/CD81/RAC2/EFNB1/CCL5/BID/GPR183/HLA-A/CCDC88B/PNP/LYN/CD300A"
"GO:0051784","GO:0051784","negative regulation of nuclear division",51,-0.606008216426638,-2.25240973630749,6.55571330132342e-07,2.09870235153034e-05,1.63639805002157e-05,933,"tags=57%, list=8%, signal=52%","CHEK1/DYNC1LI1/ZWINT/ATM/KNTC1/MAD2L1BP/FBXO5/MTBP/SPC25/ZWILCH/TRIP13/GEN1/RAD21/NDC80/INCENP/MAD2L1/ZW10/CDCA8/BUB1B/BIRC5/BUB1/CCNB1/AURKB/KNL1/TTK/CENPF/NUF2/CDC20/PLK1"
"GO:0034341","GO:0034341","response to type II interferon",79,0.594213958538698,2.14112820320099,6.72857817396214e-07,2.12569949943199e-05,1.6574482385584e-05,2400,"tags=53%, list=21%, signal=42%","CCL2/KYNU/CD40/HCK/GBP5/MRC1/CIITA/GBP1/GBP4/IL12RB1/IFITM3/CDC42EP2/HLA-DPA1/STAT1/SIRPA/BST2/IFNGR2/LGALS9/CD74/FLNB/CASP1/NLRC5/ZYX/GBP2/TP53/TRIM21/CCL5/WAS/STX8/RAB20/ACTG1/MYO1C/CD58/NR1H2/IFITM2/CDC37/CD47/JAK1/IRF1/CALM1/NR1H3/AIF1"
"GO:0046651","GO:0046651","lymphocyte proliferation",178,0.475737460925151,1.89773285840005,6.71724567382388e-07,2.12569949943199e-05,1.6574482385584e-05,1868,"tags=32%, list=17%, signal=27%","EBI3/TNFRSF4/LGALS3/CD40/CD22/TNFRSF9/TNFSF8/ICOSLG/HLA-DMB/SDC4/TYROBP/CEBPB/IL15/BTN2A2/CDKN1A/IL12RB1/ADA/LILRB2/CD70/RIPK3/TNFRSF1B/HLA-DPA1/HLA-DPB1/IL1B/LST1/LGALS9/CD74/PYCARD/ARG2/MALT1/NCK2/RASGRP1/IL12A/HLA-DRB1/IL2RA/TICAM1/RASAL3/TP53/CD81/RAC2/EFNB1/DOCK2/CCL5/BID/GPR183/HLA-A/CD151/CCDC88B/PNP/LYN/CD300A/PAWR/MYD88/VSIR/LMBR1L/PRKCD/VAV3"
"GO:0051783","GO:0051783","regulation of nuclear division",93,-0.501316527569335,-2.10590694607672,6.96853274098479e-07,2.17291520923435e-05,1.69426322349165e-05,1610,"tags=37%, list=14%, signal=32%","SPC25/PHIP/ZWILCH/TRIP13/RCC1/RAD51AP1/BORA/AURKA/GEN1/RAD21/NDC80/CDC23/INCENP/MAD2L1/ZW10/CDCA8/KIF20B/NUSAP1/BUB1B/BIRC5/CCDC8/BUB1/CCNB1/EREG/AURKB/KNL1/TTK/CENPF/NUF2/CDCA2/CDC20/MKI67/PLK1/DLGAP5"
